"name","icao","iata","coordinates","cityName","countryName","airport"
"Kuopio Airport","EFKU","KUO","63.007315 27.797127","Kuopio","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Kuopio"
"Turku Airport","EFTU","TKU","60.515737 22.262249","Turku","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Turku"
,"LFOD","XSU","47.25666666666667 -0.11361111111111111","Saumur","France","http://fr.dbpedia.org/resource/Aérodrome_de_Saumur_-_Saint-Florent"
"Kigali International Airport","HRYR","KGL","-1.9680555555555554 30.139444444444443","Kigali","Rwanda","http://fr.dbpedia.org/resource/Aéroport_de_Kigali"
"Vaasa Airport","EFVA","VAA","63.044087 21.76074","Vaasa","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Vaasa"
"Kittilä Airport","EFKT","KTT","67.701012 24.846697","Kittilä","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Kittilä"
"Ivalo Airport","EFIV","IVL","68.605202 27.407284","Inari, Finland","Finland","http://fr.dbpedia.org/resource/Aéroport_d'Ivalo"
"Tinker Air Force Base","KTIK","TIK","35.415705 -97.386503",,"United States","http://fr.dbpedia.org/resource/Tinker_Air_Force_Base"
,"LFQG","NVS","47.004168 3.11089","Marzy",,"http://fr.dbpedia.org/resource/Aéroport_de_Nevers-Fourchambault"
"Manchester Airport","EGCC","MAN","53.354445 -2.275028","Manchester",,"http://fr.dbpedia.org/resource/Aéroport_de_Manchester"
"Martin State Airport","KMTN","MTN","39.325965 -76.413689","Baltimore","United States","http://fr.dbpedia.org/resource/Aéroport_Martin_State"
"Tocumen International Airport","MPTO","PTY","9.07167 -79.383602","Panama City","Panama City","http://fr.dbpedia.org/resource/Aéroport_international_de_Tocumen"
,"UAAA","ALA","43.353019 77.040939","Almaty","Kazakhstan","http://fr.dbpedia.org/resource/Aéroport_international_d'Almaty"
"Ellsworth Air Force Base","KRCA","RCA","44.145138 -103.1036",,,"http://fr.dbpedia.org/resource/Ellsworth_Air_Force_Base"
"Joensuu Airport","EFJO","JOE","62.663897 29.607468","Joensuu","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Joensuu"
"Fort Lauderdale – Hollywood International Airport","KFLL","FLL","26.073167 -80.152731","Fort Lauderdale, Florida","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Fort_Lauderdale-Hollywood"
"Fort Lauderdale – Hollywood International Airport","KFLL","FLL","26.073167 -80.152731","Hollywood, Florida","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Fort_Lauderdale-Hollywood"
"Matsapha Airport","FDMS","MTS","-26.528413 31.30743","Manzini, Swaziland","Swaziland","http://fr.dbpedia.org/resource/Aéroport_international_de_Matsapha"
,"YMML","MEL","-37.673333 144.843333","Melbourne",,"http://fr.dbpedia.org/resource/Aéroport_Melbourne-Tullamarine"
,"LTBA","IST","40.976221 28.814199","Istanbul","Turkey","http://fr.dbpedia.org/resource/Aéroport_Atatürk_d'Istanbul"
"Sabiha Gökçen International Airport","LTFJ","SAW","40.898528 29.309163","Istanbul","Turkey","http://fr.dbpedia.org/resource/Aéroport_international_Sabiha_Gökçen"
"Ostend-Bruges International Airport","EBOS","OST","51.199946 2.863655","Bruges",,"http://fr.dbpedia.org/resource/Aéroport_d'Ostende-Bruges"
"Ostend-Bruges International Airport","EBOS","OST","51.199946 2.863655","Ostend",,"http://fr.dbpedia.org/resource/Aéroport_d'Ostende-Bruges"
"Kuusamo Airport","EFKS","KAO","65.986951 29.240456","Kuusamo","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Kuusamo"
,"LPPR","OPO","41.236769 -8.677912","Porto","Portugal","http://fr.dbpedia.org/resource/Aéroport_de_Porto-Francisco_Sá-Carneiro"
"Jyväskylä Airport","EFJY","JYV","62.401505 25.673504","Jyväskylä","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Jyväskylä"
"Burlington International Airport","KBTV","BTV","44.472088 -73.153346","Burlington, Vermont","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Burlington"
"Madeira Airport","LPMA","FNC","32.697936 -16.774492","Funchal",,"http://fr.dbpedia.org/resource/Aéroport_de_Funchal"
"Porto Santo Airport","LPPS","PXO","33.07367 -16.34963","Porto Santo Island",,"http://fr.dbpedia.org/resource/Aéroport_de_Porto_Santo"
"Porto Santo Airport","LPPS","PXO","33.07367 -16.34963","Porto Santo (Madeira)",,"http://fr.dbpedia.org/resource/Aéroport_de_Porto_Santo"
,"LPPD","PDL","37.742095 -25.697773","Azores",,"http://fr.dbpedia.org/resource/Aéroport_João_Paulo_II"
,"LPPD","PDL","37.742095 -25.697773","São Miguel Island",,"http://fr.dbpedia.org/resource/Aéroport_João_Paulo_II"
,"LPPD","PDL","37.742095 -25.697773","Ponta Delgada (Azores)",,"http://fr.dbpedia.org/resource/Aéroport_João_Paulo_II"
"Santa Maria Airport (Azores)","LPAZ","SMA","36.973955 -25.171126","Vila do Porto (Azores)",,"http://fr.dbpedia.org/resource/Aéroport_de_Santa_Maria"
"Santa Maria Airport (Azores)","LPAZ","SMA","36.973955 -25.171126","Santa Maria Island",,"http://fr.dbpedia.org/resource/Aéroport_de_Santa_Maria"
"Halli Airport","EFHA","KEV","61.856513 24.789104","Jämsä","Finland","http://fr.dbpedia.org/resource/Aéroport_d'Halli"
"Mariehamn Airport","EFMA","MHQ","60.12398 19.899502","Mariehamn","Finland","http://fr.dbpedia.org/resource/Aéroport_de_Mariehamn"
"Bol Airport","LDSB","BWK","43.285833 16.679722","Bol, Croatia","Croatia","http://fr.dbpedia.org/resource/Aéroport_de_Brač"
,"VIDP","DEL","28.558328 77.094111","New Delhi",,"http://fr.dbpedia.org/resource/Aéroport_international_Indira-Gandhi"
"Tinson Pen Aerodrome","MKTP","KTP","17.988333 -76.823611","Kingston, Jamaica","Jamaica","http://fr.dbpedia.org/resource/Aérodrome_Tinson_Pen"
,"MKJS","MBJ","18.503611 -77.913333","Montego Bay","Jamaica","http://fr.dbpedia.org/resource/Aéroport_international_Donald-Sangster"
"Kaunas Airport","EYKA","KUN","54.964189 24.084735","Kaunas",,"http://fr.dbpedia.org/resource/Aéroport_de_Kaunas"
"Pondok Cabe Airport","WIHP","PCB","-6.336668 106.764107",,"Indonesia","http://fr.dbpedia.org/resource/Aérodrome_de_Pondok_Cabe"
"Philip S. W. Goldson International Airport","MZBZ","BZE","17.539167 -88.308333","Belize City","Belize","http://fr.dbpedia.org/resource/Aéroport_international_Philip_S._W._Goldson"
"Ministro Pistarini International Airport","SAEZ","EZE","-34.821872 -58.535671","Buenos Aires","Argentina","http://fr.dbpedia.org/resource/Aéroport_international_Ezeiza"
"Pittsburgh International Airport","KPIT","PIT","40.492034 -80.232725","Pittsburgh",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Pittsburgh"
"Ronald Reagan Washington National Airport","KDCA","DCA","38.850136 -77.04154","Washington, D.C.",,"http://fr.dbpedia.org/resource/Aéroport_national_Ronald_Reagan"
"Babullah Airport","WAMT","TTE","0.830383 127.378063","Ternate (disambiguation)","Indonesia","http://fr.dbpedia.org/resource/Aéroport_de_Ternate"
,"WAMJ","GEB","-0.07889 129.45778","North Maluku","Indonesia","http://fr.dbpedia.org/resource/Aéroport_de_Gebe"
"Memphis International Airport","KMEM","MEM","35.0463 -89.981461","Memphis, Tennessee",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Memphis"
,"LFDN","RCO","45.889381 -0.982633","Rochefort, Charente-Maritime","France","http://fr.dbpedia.org/resource/Aéroport_de_Rochefort_-_Charente-Maritime"
,"LFDN","RCO","45.889381 -0.982633",,"France","http://fr.dbpedia.org/resource/Base_aérienne_721_Rochefort"
"Salt Lake City International Airport","KSLC","SLC","40.788275 -111.977785","Salt Lake City","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Salt_Lake_City"
"Rabah Bitat Airport","DABB","AAE","36.82222222222222 7.809444444444444","Annaba",,"http://fr.dbpedia.org/resource/Aéroport_d'Annaba_-_Rabah_Bitat"
"Hang Nadim Airport","WIKB","BTH","1.12111 104.11889","Batam","Indonesia","http://fr.dbpedia.org/resource/Aéroport_de_Batam"
"Presidente Nicolau Lobato International Airport","WPDL","DIL","-8.546553 125.524719","Dili","East Timor","http://fr.dbpedia.org/resource/Aéroport_international_de_Dili"
"Baucau Airport","WPEC","BCH","-8.485278 126.399167","Baucau District","East Timor","http://fr.dbpedia.org/resource/Aéroport_de_Baucau"
"Ibiza Airport","LEIB","IBZ","38.872778 1.373056","Ibiza",,"http://fr.dbpedia.org/resource/Aéroport_d'Ibiza"
"Juwata International Airport","WALR","TRK","3.327586 117.565684","Tarakan, East Kalimantan","Indonesia","http://fr.dbpedia.org/resource/Aéroport_de_Tarakan"
"Burgos Airport","LEBG","RGS","42.357688 -3.613515","Burgos",,"http://fr.dbpedia.org/resource/Aéroport_de_Burgos"
"Lausanne Airport","LSGL","QLS","46.54528 6.616667","Lausanne","Switzerland","http://fr.dbpedia.org/resource/Aéroport_de_Lausanne-Blécherette"
"Dakhla Airport","GMMH","VIL","23.718804 -15.932021","Dakhla, Western Sahara","Western Sahara","http://fr.dbpedia.org/resource/Aéroport_de_Dakhla"
"Cincinnati/Northern Kentucky International Airport","KCVG","CVG","39.048886 -84.667854","Cincinnati","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Cincinnati-Northern_Kentucky"
"Katowice International Airport","EPKT","KTW","50.474058 19.07999","Katowice","Poland","http://fr.dbpedia.org/resource/Aéroport_de_Katowice-Pyrzowice"
"Le Puy – Loudes Airport","LFHP","LPY","45.07887 3.762474","Le Puy-en-Velay",,"http://fr.dbpedia.org/resource/Aéroport_du_Puy_-_Loudes"
"Entebbe International Airport","HUEN","EBB","0.04313 32.443314","Entebbe",,"http://fr.dbpedia.org/resource/Aéroport_international_d'Entebbe"
"Juba Airport","HUEN","JUB","4.87307 31.60063","Juba","South Sudan","http://fr.dbpedia.org/resource/Aéroport_de_Djouba"
"Wright-Patterson Air Force Base","KFFO","FFO","39.823765 -84.049444",,,"http://fr.dbpedia.org/resource/Wright-Patterson_Air_Force_Base"
"Meucon Airport","LFRV","VNE","47.721831 -2.728021","Vannes",,"http://fr.dbpedia.org/resource/Aéroport_de_Vannes"
"Anaa Airport","NTGA","AAA","-17.355595 -145.509002",,,"http://fr.dbpedia.org/resource/Aéroport_d'Anaa"
,"YARY","AAB","-26.758707 141.027288",,"Australia","http://fr.dbpedia.org/resource/Aéroport_d'Arrabury"
"El Arish International Airport","HEAR","AAC","31.073741 33.836002",,"Egypt","http://fr.dbpedia.org/resource/Aéroport_El-Arish_International"
"Jack Edwards Airport","KJKA","GUF","30.289607 -87.671671","Gulf Shores, Alabama","United States","http://fr.dbpedia.org/resource/Aéroport_Jack_Edwards"
,"KAAF","AAF","29.728943 -85.030532","Apalachicola, Florida","United States","http://fr.dbpedia.org/resource/Aéroport_municipal_Apalachicola"
"Merzbrück Airport","EDKA","AAH","50.823112 6.185818","Aachen",,"http://fr.dbpedia.org/resource/Aéroport_d'Aachen-Merzbruck"
,"LFCC","ZAO","44.35055555555556 1.478611111111111","Cahors","France","http://fr.dbpedia.org/resource/Aérodrome_de_Cahors_-_Lalbenque"
"Calgary International Airport","CYYC","YYC","51.114946 -114.020405","Calgary","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Calgary"
"Charlottetown Airport","CYYG","YYG","46.28917 -63.11917","Prince Edward Island","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Charlottetown"
"Charlottetown Airport","CYYG","YYG","46.28917 -63.11917","Charlottetown","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Charlottetown"
"Edmonton International Airport","CYEG","YEG","53.307621 -113.584943","Edmonton","Canada","http://fr.dbpedia.org/resource/Aéroport_international_d'Edmonton"
"Fredericton International Airport","CYFC","YFC","45.868407 -66.533203","New Brunswick",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Frédéricton"
"Halifax Stanfield International Airport","CYHZ","YHZ","44.880794 -63.508658","Halifax Regional Municipality",,"http://fr.dbpedia.org/resource/Aéroport_international_Stanfield_d'Halifax"
"Iqaluit Airport","CYFB","YFB","63.75639 -68.55583","Iqaluit","Canada","http://fr.dbpedia.org/resource/Aéroport_d'Iqaluit"
"London International Airport","CYXU","YXU","43.033161 -81.151103","London, Ontario","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_London"
"Prince George Airport","CYXS","YXS","53.890076 -122.679005","British Columbia",,"http://fr.dbpedia.org/resource/Aéroport_de_Prince_George"
"Prince George Airport","CYXS","YXS","53.890076 -122.679005","Prince George, British Columbia",,"http://fr.dbpedia.org/resource/Aéroport_de_Prince_George"
"Kelowna International Airport","CYLW","YLW","49.95611 -119.37778","British Columbia","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Kelowna"
"Kelowna International Airport","CYLW","YLW","49.95611 -119.37778","Kelowna","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Kelowna"
"Regina International Airport","CYQR","YQR","50.432689 -104.665718","Saskatchewan","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Regina"
"Regina International Airport","CYQR","YQR","50.432689 -104.665718","Regina, Saskatchewan","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Regina"
,"CYYT","YYT","47.61861 -52.7525","Newfoundland and Labrador","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Saint-Jean_de_Terre-Neuve"
"Saskatoon John G. Diefenbaker International Airport","CYXE","YXE","52.171721 -106.699734","Saskatchewan","Canada","http://fr.dbpedia.org/resource/Aéroport_John_G._Diefenbaker"
"Saskatoon John G. Diefenbaker International Airport","CYXE","YXE","52.171721 -106.699734","Saskatoon","Canada","http://fr.dbpedia.org/resource/Aéroport_John_G._Diefenbaker"
"Thunder Bay International Airport","CYQT","YQT","48.372302 -89.323955","Thunder Bay",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Thunder_Bay"
"Victoria International Airport","CYYJ","YYJ","48.647995 -123.425903","British Columbia","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Victoria"
"Victoria International Airport","CYYJ","YYJ","48.647995 -123.425903","Victoria, British Columbia","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Victoria"
"Erik Nielsen Whitehorse International Airport","CYXY","YXY","60.70969 -135.068922","Whitehorse, Yukon","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Whitehorse"
"Winnipeg James Armstrong Richardson International Airport","CYWG","YWG","49.910777 -97.234497","Winnipeg",,"http://fr.dbpedia.org/resource/Aéroport_international_James_Armstrong_Richardson_de_Winnipeg"
"Yellowknife Airport","CYZF","YZF","62.463868 -114.439945","Northwest Territories",,"http://fr.dbpedia.org/resource/Aéroport_de_Yellowknife"
"Yellowknife Airport","CYZF","YZF","62.463868 -114.439945","Yellowknife",,"http://fr.dbpedia.org/resource/Aéroport_de_Yellowknife"
"Bangoka International Airport","FZIC","FKI","0.486139 25.333443","Kisangani","Democratic Republic of the Congo","http://fr.dbpedia.org/resource/Kisangani_Bangoka"
"Ljubljana Jože Pučnik Airport","LJLJ","LJU","46.223612 14.461827","Ljubljana","Slovenia","http://fr.dbpedia.org/resource/Aéroport_Jože_Pučnik_de_Ljubljana"
"Charlotte/Douglas International Airport","KCLT","CLT","35.21389 -80.94306","Charlotte, North Carolina","United States","http://fr.dbpedia.org/resource/Aéroport_international_Charlotte-Douglas"
"Aubenas Aerodrome","LFHO","OBS","44.539881 4.36919","Aubenas",,"http://fr.dbpedia.org/resource/Aérodrome_d'Aubenas_Ardèche_méridionale"
,"LFQV","XCZ","49.785 4.642777777777778","Charleville-Mézières","France","http://fr.dbpedia.org/resource/Aérodrome_de_Charleville-Mézières_-_Belval"
"Arras – Roclincourt Airport","LFQD","QRV","50.32388888888889 2.8027777777777776","Arras","France","http://fr.dbpedia.org/resource/Aérodrome_d'Arras_-_Roclincourt"
"Aéroport de Merville – Calonne","LFQT","HZB","50.61666666666667 2.64","Merville, Nord","France","http://fr.dbpedia.org/resource/Aéroport_de_Merville_-_Calonne"
"Calais – Dunkerque Airport","LFAC","CQF","50.96083333333333 1.9513888888888888","Calais","France","http://fr.dbpedia.org/resource/Aéroport_de_Calais_-_Dunkerque"
,"GMMY","NNA","34.299167 -6.595874",,"Morocco","http://fr.dbpedia.org/resource/Base_d'aéronautique_navale_de_Port-Lyautey"
"Užice-Ponikve Airport","LYUE","UZC","43.898944 19.697757","Užice",,"http://fr.dbpedia.org/resource/Aéroport_d'Užice-Ponikve"
"Mohamed Boudiaf International Airport","DABC","CZL","36.28527777777778 6.6191666666666675","Constantine, Algeria",,"http://fr.dbpedia.org/resource/Aéroport_de_Constantine_-_Mohamed_Boudiaf"
"Salerno Costa d'Amalfi Airport","LIRI","QSR","40.620305 14.912438","Salerno","Italy","http://fr.dbpedia.org/resource/Aéroport_Salerno_Costa_d'Amalfi"
,"LFSM","XMF","47.486666666666665 6.791388888888889","Montbéliard","France","http://fr.dbpedia.org/resource/Aérodrome_de_Montbéliard_-_Courcelles"
"Al Dhafra Air Base","OMAM","DHF","24.240156 54.549522",,"United Arab Emirates","http://fr.dbpedia.org/resource/Base_aérienne_104_Al_Dhafra"
"Talagi Airport","ULAA","ARH","64.599957 40.716534","Arkhangelsk",,"http://fr.dbpedia.org/resource/Aéroport_Talagi"
"Aba Tenna Dejazmach Yilma International Airport","HADR","DIR","9.623611 41.854167","Dire Dawa","Ethiopia","http://fr.dbpedia.org/resource/Aéroport_international_d'Aba_Tenna_Dejazmach_Yilma"
"Bole International Airport","HAAB","ADD","8.977778 38.799444","Addis Ababa","Ethiopia","http://fr.dbpedia.org/resource/Aéroport_international_de_Bole"
"Sania Ramel Airport","GMTN","TTU","35.594716 -5.320001",,,"http://fr.dbpedia.org/resource/Aéroport_Tétouan_-_Sania_R'mel"
"Gambela Airport","HAGM","GMB","8.130949 34.564018","Gambela, Ethiopia","Ethiopia","http://fr.dbpedia.org/resource/Aéroport_de_Gambela"
"Lalibela Airport","HALL","LLI","11.974929 38.979878","Lalibela",,"http://fr.dbpedia.org/resource/Aéroport_de_Lalibela"
,"LFEY","IDY","46.716474 -2.391157",,,"http://fr.dbpedia.org/resource/Aérodrome_de_L'Île-d'Yeu"
,"LFNA","GAT","44.45388888888889 6.036666666666667","Gap, Hautes-Alpes","France","http://fr.dbpedia.org/resource/Aérodrome_de_Gap_-_Tallard"
"Doha International Airport","OTBD","DOH","25.26158 51.564975","Doha","Qatar","http://fr.dbpedia.org/resource/Aéroport_international_de_Doha"
"Royan – Médis Aerodrome","LFCY","RYN","45.631416 -0.975595","Médis",,"http://fr.dbpedia.org/resource/Aérodrome_de_Royan-Médis"
,"LFSD","DIJ","47.266417 5.090704","Dijon",,"http://fr.dbpedia.org/resource/Aéroport_de_Dijon_Bourgogne_-_Longvic"
"Dijon Air Base","LFSD","DIJ","47.266359 5.094995",,,"http://fr.dbpedia.org/resource/Base_aérienne_102_Dijon-Longvic"
"Ivato Airport","FMMI","TNR","-18.797037 47.478833",,"Madagascar","http://fr.dbpedia.org/resource/Aéroport_international_d'Ivato"
"Bujumbura International Airport","HBBA","BJM","-3.324244 29.318647","Bujumbura",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Bujumbura"
